OrderID,OrderDate,ShipDate,ShipMode,AddressID
CA-2016-145548,2016-11-11,11/16/2016,Standard Class,165
CA-2016-145583,2016-10-13,10/19/2016,Standard Class,053
CA-2016-145611,2016-09-20,9/24/2016,Standard Class,046
CA-2016-145625,2016-09-11,9/17/2016,Standard Class,089
CA-2016-145709,2016-10-04,10/8/2016,Standard Class,613
CA-2016-145730,2016-03-03,3/8/2016,Standard Class,066
CA-2016-145842,2016-06-17,6/20/2016,Second Class,024
CA-2016-145898,2016-09-26,9/26/2016,Same Day,072
CA-2016-145905,2016-09-18,9/23/2016,Standard Class,342
CA-2016-145919,2016-12-18,12/23/2016,Standard Class,004
CA-2016-145982,2016-08-27,9/1/2016,Second Class,360
CA-2016-146010,2016-05-20,5/23/2016,First Class,098
CA-2016-146143,2016-12-14,12/19/2016,Standard Class,130
CA-2016-146150,2016-02-14,2/19/2016,Standard Class,130
CA-2016-146157,2016-11-21,11/26/2016,Standard Class,027
CA-2016-146171,2016-03-11,3/15/2016,Standard Class,113
CA-2016-146206,2016-09-10,9/14/2016,Second Class,015
CA-2016-146318,2016-01-22,1/27/2016,Standard Class,060
CA-2016-146325,2016-12-14,12/17/2016,First Class,089
CA-2016-146374,2016-12-05,12/10/2016,Second Class,286
CA-2016-146423,2016-04-21,4/21/2016,Same Day,546
CA-2016-146437,2016-01-28,2/1/2016,Second Class,002
CA-2016-146521,2016-07-21,7/23/2016,Second Class,064
CA-2016-146633,2016-11-15,11/17/2016,Second Class,014
CA-2016-146682,2016-10-29,10/31/2016,First Class,243
CA-2016-146766,2016-11-04,11/4/2016,Same Day,459
CA-2016-146836,2016-05-02,5/2/2016,Same Day,024
CA-2016-146913,2016-10-31,11/5/2016,Standard Class,010
CA-2016-146934,2016-05-22,5/27/2016,Standard Class,388
CA-2016-146941,2016-12-10,12/13/2016,First Class,024
CA-2016-147067,2016-12-18,12/22/2016,Standard Class,040
CA-2016-147109,2016-12-17,12/21/2016,Standard Class,175
CA-2016-147123,2016-12-10,12/12/2016,First Class,107
CA-2016-147137,2016-07-04,7/6/2016,First Class,010
CA-2016-147256,2016-10-17,10/21/2016,Second Class,340
CA-2016-147368,2016-06-09,6/12/2016,First Class,395
CA-2016-147375,2016-06-12,6/14/2016,Second Class,037
CA-2016-147417,2016-07-25,7/27/2016,First Class,048
CA-2016-147431,2016-02-02,2/7/2016,Standard Class,165
CA-2016-147473,2016-05-30,6/3/2016,Standard Class,014
CA-2016-147536,2016-12-26,12/31/2016,Standard Class,024
CA-2016-147578,2016-04-22,4/26/2016,Second Class,035
CA-2016-147585,2016-11-07,11/12/2016,Standard Class,095
CA-2016-147683,2016-11-13,11/17/2016,Standard Class,006
CA-2016-147970,2016-01-31,2/2/2016,Second Class,078
CA-2016-148096,2016-08-16,8/19/2016,First Class,063
CA-2016-148201,2016-08-26,8/29/2016,Second Class,006
CA-2016-148208,2016-01-22,1/27/2016,Standard Class,178
CA-2016-148516,2016-08-07,8/11/2016,Standard Class,200
CA-2016-148593,2016-06-16,6/18/2016,Second Class,063
CA-2016-148684,2016-12-25,12/29/2016,Standard Class,146
CA-2016-148698,2016-05-02,5/7/2016,Standard Class,033
CA-2016-148740,2016-11-15,11/19/2016,Standard Class,143
CA-2016-148747,2016-09-25,9/27/2016,First Class,095
CA-2016-148796,2016-04-14,4/18/2016,Standard Class,026
CA-2016-148852,2016-05-26,5/31/2016,Standard Class,201
CA-2016-148908,2016-11-05,11/8/2016,First Class,010
CA-2016-149111,2016-04-17,4/21/2016,Second Class,315
CA-2016-149195,2016-09-05,9/7/2016,Second Class,033
CA-2016-149223,2016-09-06,9/11/2016,Standard Class,042
CA-2016-149237,2016-05-26,5/30/2016,Standard Class,202
CA-2016-149272,2016-03-15,3/19/2016,Standard Class,617
CA-2016-149279,2016-04-24,4/28/2016,Standard Class,098
CA-2016-149314,2016-07-02,7/7/2016,Second Class,026
CA-2016-149335,2016-07-25,7/25/2016,Same Day,035
CA-2016-149349,2016-11-12,11/13/2016,First Class,037
CA-2016-149370,2016-09-15,9/19/2016,Standard Class,012
CA-2016-149454,2016-07-25,7/26/2016,First Class,102
CA-2016-149461,2016-11-13,11/19/2016,Standard Class,312
CA-2016-149482,2016-11-14,11/19/2016,Standard Class,095
CA-2016-149503,2016-12-09,12/12/2016,First Class,353
CA-2016-149671,2016-06-05,6/9/2016,Standard Class,060
CA-2016-149685,2016-10-08,10/15/2016,Standard Class,066
CA-2016-149762,2016-12-03,12/7/2016,Standard Class,597
CA-2016-149783,2016-09-04,9/7/2016,Second Class,366
CA-2016-149797,2016-09-15,9/20/2016,Standard Class,165
CA-2016-149902,2016-04-01,4/6/2016,Standard Class,024
CA-2016-149916,2016-12-22,12/24/2016,Second Class,061
CA-2016-149965,2016-06-20,6/25/2016,Standard Class,337
CA-2016-149979,2016-09-23,9/28/2016,Second Class,113
CA-2016-150000,2016-04-08,4/14/2016,Standard Class,270
CA-2016-150007,2016-09-11,9/16/2016,Standard Class,156
CA-2016-150077,2016-02-04,2/10/2016,Standard Class,249
CA-2016-150343,2016-08-16,8/20/2016,Standard Class,095
CA-2016-150350,2016-08-23,8/30/2016,Standard Class,060
CA-2016-150483,2016-05-31,6/4/2016,Standard Class,068
CA-2016-150658,2016-11-17,11/22/2016,Standard Class,065
CA-2016-150889,2016-03-20,3/22/2016,Second Class,190
CA-2016-150945,2016-12-18,12/20/2016,Second Class,030
CA-2016-151092,2016-08-06,8/13/2016,Standard Class,004
CA-2016-151141,2016-08-20,8/23/2016,First Class,186
CA-2016-151148,2016-09-12,9/13/2016,Same Day,128
CA-2016-151155,2016-12-20,12/24/2016,Standard Class,130
CA-2016-151169,2016-10-21,10/26/2016,Standard Class,286
CA-2016-151323,2016-10-23,10/28/2016,Standard Class,006
CA-2016-151372,2016-09-05,9/6/2016,First Class,415
CA-2016-151498,2016-04-21,4/24/2016,First Class,061
CA-2016-151512,2016-12-26,1/2/2017,Standard Class,077
CA-2016-151561,2016-09-01,9/7/2016,Standard Class,165
CA-2016-151974,2016-09-22,9/29/2016,Standard Class,064
CA-2016-152072,2016-01-15,1/19/2016,Standard Class,074
CA-2016-152121,2016-11-27,11/29/2016,Second Class,058
CA-2016-152156,2016-11-08,11/11/2016,Second Class,001
CA-2016-152163,2016-07-01,7/1/2016,Same Day,038
CA-2016-152170,2016-11-12,11/15/2016,Second Class,242
CA-2016-152247,2016-11-07,11/12/2016,Standard Class,553
CA-2016-152289,2016-08-26,8/28/2016,First Class,090
CA-2016-152331,2016-06-26,6/30/2016,Standard Class,156
CA-2016-152408,2016-05-15,5/21/2016,Standard Class,046
CA-2016-152457,2016-09-12,9/18/2016,Standard Class,528
CA-2016-152471,2016-07-08,7/8/2016,Same Day,134
CA-2016-152520,2016-07-08,7/12/2016,Standard Class,260
CA-2016-152534,2016-06-20,6/25/2016,Second Class,206
CA-2016-152555,2016-03-29,4/2/2016,Second Class,156
CA-2016-152632,2016-10-27,11/2/2016,Standard Class,025
CA-2016-152646,2016-11-21,11/26/2016,Standard Class,014
CA-2016-152688,2016-10-17,10/20/2016,First Class,348
CA-2016-152730,2016-05-30,6/4/2016,Standard Class,471
CA-2016-152765,2016-06-15,6/18/2016,First Class,067
CA-2016-152800,2016-04-13,4/15/2016,First Class,010
CA-2016-152814,2016-04-28,5/2/2016,Standard Class,077
CA-2016-152940,2016-11-10,11/13/2016,First Class,095
CA-2016-153101,2016-09-08,9/8/2016,Same Day,201
CA-2016-153157,2016-09-11,9/14/2016,First Class,478
CA-2016-153178,2016-09-14,9/18/2016,Standard Class,256
CA-2016-153185,2016-09-03,9/8/2016,Standard Class,094
CA-2016-153269,2016-03-09,3/12/2016,First Class,602
CA-2016-153318,2016-10-25,10/28/2016,First Class,124
CA-2016-153346,2016-01-25,1/27/2016,First Class,171
CA-2016-153353,2016-08-18,8/24/2016,Standard Class,046
CA-2016-153577,2016-06-27,7/1/2016,Standard Class,419
CA-2016-153598,2016-12-03,12/6/2016,First Class,063
CA-2016-153661,2016-01-30,1/31/2016,First Class,035
CA-2016-153682,2016-05-30,6/1/2016,First Class,094
CA-2016-153836,2016-10-30,11/3/2016,Standard Class,165
CA-2016-154018,2016-10-13,10/19/2016,Standard Class,162
CA-2016-154053,2016-03-04,3/10/2016,Standard Class,143
CA-2016-154060,2016-05-02,5/8/2016,Standard Class,308
CA-2016-154067,2016-02-01,2/7/2016,Standard Class,002
CA-2016-154081,2016-05-22,5/29/2016,Standard Class,014
CA-2016-154235,2016-09-24,9/28/2016,Standard Class,464
CA-2016-154403,2016-05-23,5/27/2016,Standard Class,257
CA-2016-154508,2016-11-16,11/20/2016,Standard Class,065
CA-2016-154536,2016-09-05,9/9/2016,Standard Class,075
CA-2016-154662,2016-06-09,6/16/2016,Standard Class,040
CA-2016-154690,2016-08-15,8/17/2016,Second Class,307
CA-2016-154711,2016-11-22,11/26/2016,Standard Class,030
CA-2016-154739,2016-12-10,12/15/2016,Second Class,010
CA-2016-154767,2016-06-28,6/30/2016,Second Class,336
CA-2016-154788,2016-04-30,5/4/2016,Standard Class,165
CA-2016-154998,2016-04-07,4/9/2016,First Class,101
CA-2016-155005,2016-06-13,6/15/2016,Second Class,031
CA-2016-155033,2016-10-07,10/12/2016,Standard Class,004
CA-2016-155138,2016-09-08,9/12/2016,Standard Class,234
CA-2016-155166,2016-12-26,1/2/2017,Standard Class,276
CA-2016-155187,2016-09-24,9/26/2016,Second Class,026
CA-2016-155383,2016-12-17,12/22/2016,Standard Class,061
CA-2016-155439,2016-09-14,9/18/2016,Standard Class,038
CA-2016-155446,2016-12-16,12/23/2016,Standard Class,143
CA-2016-155474,2016-07-08,7/14/2016,Standard Class,060
CA-2016-155481,2016-09-01,9/5/2016,Standard Class,012
CA-2016-155488,2016-11-13,11/17/2016,Standard Class,173
CA-2016-155516,2016-10-21,10/21/2016,Same Day,114
CA-2016-155530,2016-12-17,12/21/2016,Standard Class,035
CA-2016-155551,2016-04-18,4/23/2016,Standard Class,387
CA-2016-155565,2016-05-28,5/28/2016,Same Day,046
CA-2016-155670,2016-08-13,8/17/2016,Second Class,223
CA-2016-155747,2016-06-14,6/21/2016,Standard Class,012
CA-2016-155845,2016-08-12,8/15/2016,Second Class,297
CA-2016-155978,2016-08-01,8/1/2016,Same Day,216
CA-2016-155992,2016-10-01,10/2/2016,First Class,242
CA-2016-156251,2016-08-13,8/18/2016,Second Class,458
CA-2016-156265,2016-08-02,8/4/2016,Second Class,004
CA-2016-156300,2016-12-29,1/2/2017,Standard Class,202
CA-2016-156503,2016-10-14,10/20/2016,Standard Class,223
CA-2016-156573,2016-05-29,6/2/2016,Standard Class,396
CA-2016-156685,2016-07-08,7/10/2016,Second Class,175
CA-2016-156748,2016-11-30,12/6/2016,Standard Class,084
CA-2016-156811,2016-10-27,11/2/2016,Standard Class,035
CA-2016-157000,2016-07-16,7/22/2016,Standard Class,071
CA-2016-157161,2016-07-16,7/20/2016,Second Class,038
CA-2016-157217,2016-07-19,7/21/2016,First Class,095
CA-2016-157245,2016-05-19,5/24/2016,Standard Class,102
CA-2016-157259,2016-12-24,12/28/2016,Standard Class,046
CA-2016-157266,2016-05-26,6/1/2016,Standard Class,226
CA-2016-157280,2016-11-05,11/7/2016,First Class,221
CA-2016-157336,2016-12-01,12/5/2016,Second Class,070
CA-2016-157364,2016-11-19,11/21/2016,First Class,223
CA-2016-157511,2016-09-18,9/20/2016,First Class,048
CA-2016-157588,2016-07-14,7/19/2016,Standard Class,113
CA-2016-157686,2016-10-01,10/2/2016,First Class,035
CA-2016-157707,2016-10-10,10/12/2016,First Class,077
CA-2016-157714,2016-09-26,10/1/2016,Second Class,480
CA-2016-157742,2016-12-29,12/31/2016,Second Class,331
CA-2016-157749,2016-06-04,6/9/2016,Second Class,027
CA-2016-157763,2016-07-18,7/23/2016,Standard Class,318
CA-2016-157791,2016-12-23,12/28/2016,Second Class,123
CA-2016-157868,2016-12-23,12/29/2016,Standard Class,438
CA-2016-158001,2016-08-23,8/27/2016,Standard Class,046
CA-2016-158043,2016-01-31,2/4/2016,Second Class,593
CA-2016-158099,2016-09-03,9/5/2016,First Class,106
CA-2016-158155,2016-05-02,5/6/2016,Standard Class,030
CA-2016-158211,2016-01-04,1/8/2016,Standard Class,106
CA-2016-158260,2016-11-04,11/8/2016,Standard Class,089
CA-2016-158302,2016-12-08,12/12/2016,Second Class,048
CA-2016-158358,2016-03-04,3/8/2016,Standard Class,356
CA-2016-158435,2016-05-17,5/18/2016,First Class,506
CA-2016-158547,2016-05-30,6/4/2016,Standard Class,073
CA-2016-158568,2016-08-29,9/2/2016,Standard Class,027
CA-2016-158575,2016-11-18,11/24/2016,Standard Class,362
CA-2016-158610,2016-09-19,9/22/2016,First Class,260
CA-2016-158617,2016-09-22,9/28/2016,Standard Class,453
CA-2016-158694,2016-11-10,11/13/2016,Second Class,002
CA-2016-158778,2016-09-05,9/9/2016,Standard Class,064
CA-2016-158806,2016-01-07,1/11/2016,Standard Class,140
CA-2016-158834,2016-03-13,3/16/2016,First Class,058
CA-2016-158841,2016-02-02,2/4/2016,Second Class,102
CA-2016-158869,2016-08-06,8/7/2016,First Class,024
CA-2016-158925,2016-10-24,10/28/2016,Standard Class,017
CA-2016-159009,2016-09-23,9/27/2016,Standard Class,061
CA-2016-159016,2016-03-10,3/11/2016,First Class,142
CA-2016-159023,2016-11-03,11/5/2016,First Class,041
CA-2016-159142,2016-04-04,4/5/2016,First Class,029
CA-2016-159212,2016-11-01,11/5/2016,Standard Class,271
CA-2016-159345,2016-06-17,6/22/2016,Standard Class,143
CA-2016-159373,2016-03-13,3/18/2016,Standard Class,066
CA-2016-159639,2016-11-27,12/2/2016,Standard Class,074
CA-2016-159653,2016-05-22,5/22/2016,Same Day,507
CA-2016-159695,2016-04-05,4/10/2016,Second Class,015
CA-2016-159730,2016-09-17,9/21/2016,Standard Class,006
CA-2016-159737,2016-09-03,9/9/2016,Standard Class,027
CA-2016-159765,2016-05-09,5/12/2016,Second Class,271
CA-2016-159891,2016-01-31,2/6/2016,Standard Class,149
CA-2016-159912,2016-08-29,9/3/2016,Standard Class,075
CA-2016-159940,2016-07-07,7/11/2016,Second Class,174
CA-2016-159989,2016-12-09,12/13/2016,Standard Class,079
CA-2016-160108,2016-12-08,12/12/2016,Standard Class,425
CA-2016-160129,2016-11-23,11/23/2016,Same Day,012
CA-2016-160136,2016-11-03,11/9/2016,Standard Class,163
CA-2016-160220,2016-10-20,10/26/2016,Standard Class,191
CA-2016-160234,2016-06-26,7/3/2016,Standard Class,149
CA-2016-160241,2016-11-29,12/4/2016,Second Class,174
CA-2016-160304,2016-01-02,1/7/2016,Standard Class,518
CA-2016-160479,2016-09-15,9/20/2016,Standard Class,060
CA-2016-160486,2016-12-30,1/4/2017,Standard Class,583
CA-2016-160500,2016-05-05,5/8/2016,First Class,236
CA-2016-160535,2016-11-25,11/30/2016,Standard Class,171
CA-2016-160598,2016-08-26,8/28/2016,First Class,230
CA-2016-160717,2016-06-06,6/11/2016,Standard Class,538
CA-2016-160745,2016-12-11,12/16/2016,Second Class,173
CA-2016-160815,2016-09-05,9/6/2016,First Class,259
CA-2016-160941,2016-07-21,7/26/2016,Standard Class,053
CA-2016-161025,2016-12-03,12/9/2016,Standard Class,014
CA-2016-161095,2016-06-28,6/28/2016,Same Day,004
CA-2016-161158,2016-05-09,5/13/2016,Standard Class,024
CA-2016-161207,2016-08-29,9/3/2016,Standard Class,209
CA-2016-161361,2016-03-26,3/28/2016,Second Class,544
CA-2016-161389,2016-12-05,12/10/2016,Standard Class,006
CA-2016-161473,2016-04-01,4/5/2016,Standard Class,046
CA-2016-161543,2016-05-10,5/16/2016,Standard Class,060
CA-2016-161662,2016-02-07,2/9/2016,First Class,404
CA-2016-161669,2016-11-07,11/9/2016,First Class,002
CA-2016-161676,2016-07-18,7/23/2016,Standard Class,277
CA-2016-161746,2016-10-21,10/27/2016,Standard Class,063
CA-2016-161781,2016-09-29,9/30/2016,First Class,135
CA-2016-161816,2016-04-28,5/1/2016,First Class,163
CA-2016-161907,2016-04-05,4/9/2016,Standard Class,012
CA-2016-161928,2016-06-27,6/29/2016,Second Class,010
CA-2016-162082,2016-03-14,3/17/2016,First Class,115
CA-2016-162110,2016-07-18,7/22/2016,Standard Class,052
CA-2016-162138,2016-04-23,4/27/2016,Standard Class,108
CA-2016-162159,2016-09-16,9/18/2016,First Class,113
CA-2016-162187,2016-12-11,12/11/2016,Same Day,048
CA-2016-162222,2016-04-03,4/3/2016,Same Day,177
CA-2016-162236,2016-11-04,11/6/2016,Second Class,044
CA-2016-162313,2016-11-27,11/30/2016,First Class,368
CA-2016-162348,2016-11-10,11/15/2016,Standard Class,380
CA-2016-162355,2016-06-30,7/2/2016,Second Class,495
CA-2016-162383,2016-09-05,9/11/2016,Standard Class,404
CA-2016-162390,2016-12-06,12/12/2016,Standard Class,420
CA-2016-162404,2016-07-23,7/27/2016,Standard Class,229
CA-2016-162614,2016-10-07,10/13/2016,Standard Class,014
CA-2016-162726,2016-12-27,1/2/2017,Standard Class,484
CA-2016-162733,2016-05-11,5/12/2016,First Class,063
CA-2016-162747,2016-03-20,3/25/2016,Second Class,253
CA-2016-162901,2016-03-28,3/31/2016,First Class,102
CA-2016-162943,2016-07-24,7/26/2016,Second Class,046
CA-2016-163048,2016-02-08,2/15/2016,Standard Class,067
CA-2016-163153,2016-03-21,3/25/2016,Standard Class,067
CA-2016-163167,2016-11-28,12/1/2016,Second Class,511
CA-2016-163174,2016-08-26,8/30/2016,Standard Class,507
CA-2016-163202,2016-09-27,10/2/2016,Standard Class,404
CA-2016-163216,2016-10-07,10/10/2016,First Class,106
CA-2016-163328,2016-11-04,11/6/2016,Second Class,569
CA-2016-163384,2016-11-10,11/12/2016,First Class,035
CA-2016-163398,2016-05-03,5/8/2016,Standard Class,156
CA-2016-163573,2016-11-24,11/27/2016,First Class,060
CA-2016-163594,2016-04-12,4/14/2016,First Class,002
CA-2016-163636,2016-12-05,12/9/2016,Second Class,037
CA-2016-163755,2016-11-04,11/8/2016,Second Class,006
CA-2016-163776,2016-07-19,7/25/2016,Standard Class,502
CA-2016-163804,2016-12-02,12/8/2016,Standard Class,260
CA-2016-163937,2016-01-10,1/13/2016,Second Class,563
CA-2016-163951,2016-12-30,1/2/2017,First Class,012
CA-2016-163972,2016-10-17,10/21/2016,Standard Class,254
CA-2016-163986,2016-09-03,9/10/2016,Standard Class,410
CA-2016-164035,2016-06-12,6/17/2016,Standard Class,027
CA-2016-164091,2016-09-17,9/22/2016,Standard Class,372
CA-2016-164154,2016-09-11,9/17/2016,Standard Class,214
CA-2016-164350,2016-09-10,9/12/2016,Second Class,049
CA-2016-164399,2016-11-12,11/15/2016,First Class,143
CA-2016-164483,2016-01-30,2/3/2016,Standard Class,035
CA-2016-164490,2016-09-05,9/10/2016,Second Class,156
CA-2016-164511,2016-11-19,11/24/2016,Standard Class,024
CA-2016-164574,2016-07-29,8/3/2016,Standard Class,044
CA-2016-164637,2016-03-04,3/8/2016,Standard Class,392
CA-2016-164672,2016-05-08,5/13/2016,Second Class,022
CA-2016-164735,2016-04-14,4/19/2016,Second Class,213
CA-2016-164770,2016-12-02,12/4/2016,Second Class,067
CA-2016-164784,2016-05-01,5/4/2016,First Class,032
CA-2016-164889,2016-06-03,6/6/2016,Second Class,014
CA-2016-164896,2016-11-07,11/12/2016,Standard Class,219
CA-2016-164924,2016-07-10,7/10/2016,Same Day,106
CA-2016-164938,2016-02-11,2/13/2016,First Class,313
CA-2016-165015,2016-02-25,2/27/2016,Second Class,056
CA-2016-165148,2016-10-22,10/24/2016,First Class,084
CA-2016-165169,2016-06-05,6/11/2016,Standard Class,286
CA-2016-165218,2016-03-05,3/11/2016,Standard Class,078
CA-2016-165316,2016-07-23,7/27/2016,Standard Class,086
CA-2016-165330,2016-12-11,12/11/2016,Same Day,159
CA-2016-165470,2016-11-25,11/30/2016,Standard Class,134
CA-2016-165484,2016-10-23,10/29/2016,Standard Class,027
CA-2016-165561,2016-11-24,11/28/2016,Standard Class,293
CA-2016-165673,2016-05-15,5/19/2016,Second Class,158
CA-2016-165820,2016-09-26,9/30/2016,Standard Class,010
CA-2016-165827,2016-11-04,11/9/2016,Standard Class,124
CA-2016-165848,2016-06-04,6/4/2016,Same Day,046
CA-2016-165918,2016-09-10,9/14/2016,Standard Class,200
CA-2016-165995,2016-08-30,9/6/2016,Standard Class,142
CA-2016-166163,2016-08-15,8/20/2016,Second Class,233
CA-2016-166226,2016-11-18,11/22/2016,Standard Class,142
CA-2016-166240,2016-06-24,6/28/2016,Standard Class,015
CA-2016-166275,2016-10-24,10/24/2016,Same Day,010
CA-2016-166282,2016-04-16,4/22/2016,Standard Class,396
CA-2016-166373,2016-10-21,10/25/2016,Standard Class,066
CA-2016-166380,2016-05-30,6/3/2016,Standard Class,102
CA-2016-166429,2016-09-02,9/8/2016,Standard Class,120
CA-2016-166443,2016-11-04,11/5/2016,First Class,035
CA-2016-166485,2016-02-20,2/27/2016,Standard Class,396
CA-2016-166618,2016-11-14,11/18/2016,Standard Class,046
CA-2016-166625,2016-04-14,4/17/2016,First Class,309
CA-2016-166653,2016-09-22,9/24/2016,Second Class,272
CA-2016-166674,2016-04-01,4/3/2016,Second Class,136
CA-2016-166772,2016-09-20,9/24/2016,Standard Class,060
CA-2016-166912,2016-01-15,1/17/2016,First Class,030
CA-2016-167115,2016-04-04,4/9/2016,Standard Class,046
CA-2016-167241,2016-08-15,8/22/2016,Standard Class,026
CA-2016-167290,2016-10-30,11/4/2016,Standard Class,424
CA-2016-167416,2016-05-12,5/17/2016,Standard Class,060
CA-2016-167507,2016-12-22,12/28/2016,Standard Class,314
CA-2016-167556,2016-03-29,4/2/2016,Standard Class,030
CA-2016-167584,2016-08-12,8/12/2016,Same Day,194
CA-2016-167605,2016-04-28,4/30/2016,Second Class,587
CA-2016-167682,2016-04-03,4/9/2016,Standard Class,239
CA-2016-167759,2016-03-03,3/8/2016,Second Class,464
CA-2016-167983,2016-08-21,8/24/2016,Second Class,061
CA-2016-168032,2016-01-30,2/3/2016,Standard Class,229
CA-2016-168046,2016-01-25,1/28/2016,Second Class,024
CA-2016-168081,2016-04-24,4/27/2016,Second Class,033
CA-2016-168354,2016-09-19,9/21/2016,First Class,260
CA-2016-168361,2016-06-21,6/25/2016,Standard Class,037
CA-2016-168536,2016-12-20,12/24/2016,Standard Class,130
CA-2016-168543,2016-07-03,7/7/2016,Standard Class,046
CA-2016-168557,2016-09-19,9/23/2016,Standard Class,035
CA-2016-168753,2016-05-29,6/1/2016,Second Class,154
CA-2016-168774,2016-09-04,9/9/2016,Standard Class,533
CA-2016-168830,2016-11-07,11/13/2016,Standard Class,035
CA-2016-168844,2016-05-31,6/6/2016,Standard Class,165
CA-2016-168893,2016-11-03,11/8/2016,Second Class,001
CA-2016-168921,2016-10-20,10/22/2016,First Class,014
CA-2016-168956,2016-02-16,2/20/2016,Standard Class,037
CA-2016-169026,2016-08-08,8/13/2016,Standard Class,130
CA-2016-169103,2016-03-08,3/13/2016,Standard Class,230
CA-2016-169166,2016-05-09,5/14/2016,Standard Class,061
CA-2016-169194,2016-06-20,6/25/2016,Standard Class,022
CA-2016-169215,2016-07-14,7/18/2016,Second Class,136
CA-2016-169334,2016-10-21,10/24/2016,Second Class,281
CA-2016-169663,2016-03-10,3/13/2016,First Class,063
CA-2016-169670,2016-12-25,12/31/2016,Standard Class,030
CA-2016-169824,2016-12-12,12/17/2016,Standard Class,030
CA-2016-169838,2016-11-25,11/29/2016,Standard Class,031
CA-2016-169887,2016-10-22,10/22/2016,Same Day,060
CA-2016-169922,2016-06-11,6/17/2016,Standard Class,175
CA-2016-169943,2016-05-19,5/24/2016,Standard Class,165
CA-2016-169957,2016-09-26,9/30/2016,Standard Class,473
CA-2016-169971,2016-09-04,9/9/2016,Standard Class,017
CA-2017-100013,2017-11-06,11/11/2017,Standard Class,063
CA-2017-100055,2017-05-28,6/1/2017,Standard Class,616
CA-2017-100097,2017-11-26,11/29/2017,Second Class,030
CA-2017-100111,2017-09-20,9/26/2017,Standard Class,046
CA-2017-100160,2017-09-07,9/11/2017,Standard Class,064
CA-2017-100202,2016-12-31,1/5/2017,Standard Class,159
CA-2017-100223,2017-07-05,7/10/2017,Standard Class,078
CA-2017-100230,2017-12-11,12/15/2017,Standard Class,046
CA-2017-100237,2017-10-15,10/19/2017,Standard Class,013
CA-2017-100314,2017-09-29,10/5/2017,Standard Class,090
CA-2017-100335,2017-09-07,9/13/2017,Standard Class,027
CA-2017-100356,2017-10-21,10/25/2017,Standard Class,156
CA-2017-100384,2017-06-24,7/1/2017,Standard Class,283
CA-2017-100412,2017-12-22,12/26/2017,Standard Class,520
CA-2017-100426,2017-06-04,6/8/2017,Standard Class,257
CA-2017-100433,2017-08-11,8/16/2017,Standard Class,030
CA-2017-100524,2017-03-31,4/2/2017,Second Class,165
CA-2017-100580,2017-08-13,8/20/2017,Standard Class,089
CA-2017-100601,2017-11-16,11/20/2017,Standard Class,254
CA-2017-100615,2017-04-20,4/24/2017,Standard Class,156
CA-2017-100622,2017-11-03,11/7/2017,Standard Class,416
CA-2017-100636,2017-06-26,6/30/2017,Standard Class,046
CA-2017-100650,2017-06-29,7/3/2017,Second Class,159
CA-2017-100748,2017-05-13,5/20/2017,Standard Class,095
CA-2017-100783,2017-09-04,9/8/2017,Second Class,211
CA-2017-100811,2017-11-21,11/24/2017,First Class,106
CA-2017-100825,2017-09-09,9/14/2017,Standard Class,002
CA-2017-100902,2017-11-17,11/21/2017,Standard Class,044
CA-2017-100951,2017-06-09,6/10/2017,First Class,163
CA-2017-101014,2017-08-29,9/4/2017,Standard Class,014
CA-2017-101042,2017-11-19,11/23/2017,Standard Class,001
CA-2017-101049,2017-06-21,6/25/2017,Second Class,178
CA-2017-101077,2017-03-25,3/30/2017,Second Class,177
CA-2017-101182,2017-09-04,9/5/2017,First Class,431
CA-2017-101210,2017-08-25,8/28/2017,Second Class,281
CA-2017-101245,2017-11-27,12/3/2017,Standard Class,010
CA-2017-101273,2017-08-27,8/30/2017,Second Class,455
CA-2017-101308,2017-10-02,10/7/2017,Standard Class,060
CA-2017-101322,2017-12-28,12/31/2017,First Class,107
CA-2017-101434,2017-06-20,6/27/2017,Standard Class,099
CA-2017-101483,2017-07-29,8/1/2017,Second Class,223
CA-2017-101574,2017-09-28,10/4/2017,Standard Class,004
CA-2017-101581,2017-10-22,10/27/2017,Standard Class,314
CA-2017-101637,2017-03-24,3/25/2017,Same Day,582
CA-2017-101665,2017-11-25,12/1/2017,Standard Class,035
CA-2017-101700,2017-04-23,4/26/2017,First Class,609
CA-2017-101728,2017-08-19,8/23/2017,Standard Class,156
CA-2017-101749,2017-10-03,10/8/2017,Standard Class,055
CA-2017-101798,2017-12-11,12/15/2017,Standard Class,030
CA-2017-101805,2017-12-01,12/6/2017,Standard Class,060
CA-2017-101945,2017-11-24,11/28/2017,Standard Class,033
CA-2017-101959,2017-02-28,3/6/2017,Standard Class,265
CA-2017-102099,2017-12-18,12/19/2017,First Class,142
CA-2017-102155,2017-07-13,7/17/2017,Standard Class,440
CA-2017-102197,2017-12-20,12/26/2017,Standard Class,030
CA-2017-102204,2017-05-01,5/6/2017,Standard Class,134
CA-2017-102218,2017-09-02,9/4/2017,Second Class,377
CA-2017-102267,2017-11-30,12/4/2017,Standard Class,466
CA-2017-102309,2017-09-23,9/25/2017,Second Class,618
CA-2017-102337,2017-06-13,6/16/2017,First Class,156
CA-2017-102379,2017-12-02,12/6/2017,Standard Class,233
CA-2017-102407,2017-12-09,12/13/2017,Second Class,026
CA-2017-102414,2017-05-15,5/18/2017,Second Class,052
